date,driver_number,lap_number,x,y,z
2023-09-03T14:05:43.259000+00:00,44,29,1567,2001,1885
2023-09-03T14:05:43.559000+00:00,44,29,1545,1759,1884
2023-09-03T14:05:43.839000+00:00,44,29,1524,1530,1882
2023-09-03T14:05:44+00:00,44,29,1512,1399,1881
2023-09-03T14:05:44.240000+00:00,44,29,1490,1167,1879
2023-09-03T14:05:44.560000+00:00,44,29,1469,934,1878
2023-09-03T14:05:44.760000+00:00,44,29,1454,766,1877
2023-09-03T14:05:45.020000+00:00,44,29,1427,480,1875
2023-09-03T14:05:45.300000+00:00,44,29,1412,309,1875
2023-09-03T14:05:45.580000+00:00,44,29,1390,70,1873
2023-09-03T14:05:45.860000+00:00,44,29,1368,-169,1872
2023-09-03T14:05:45.940000+00:00,44,29,1361,-238,1871
2023-09-03T14:05:46.300000+00:00,44,29,1323,-654,1869
2023-09-03T14:05:46.700000+00:00,44,29,1293,-984,1868
2023-09-03T14:05:47.100000+00:00,44,29,1274,-1190,1866
2023-09-03T14:05:47.280000+00:00,44,29,1253,-1419,1866
2023-09-03T14:05:47.579000+00:00,44,29,1235,-1613,1864
2023-09-03T14:05:47.819000+00:00,44,29,1215,-1825,1863
2023-09-03T14:05:47.959000+00:00,44,29,1204,-1950,1862
2023-09-03T14:05:48.339000+00:00,44,29,1165,-2377,1860
2023-09-03T14:05:48.580000+00:00,44,29,1153,-2502,1859
2023-09-03T14:05:48.900000+00:00,44,29,1117,-2894,1856
2023-09-03T14:05:48.999000+00:00,44,29,1109,-2983,1856
2023-09-03T14:05:49.199000+00:00,44,29,1093,-3162,1855
2023-09-03T14:05:49.460000+00:00,44,29,1071,-3393,1853
2023-09-03T14:05:49.740000+00:00,44,29,1038,-3748,1852
2023-09-03T14:05:50.160000+00:00,44,29,1012,-4009,1851
2023-09-03T14:05:50.339000+00:00,44,29,990,-4232,1849
2023-09-03T14:05:50.679000+00:00,44,29,965,-4448,1848
2023-09-03T14:05:50.880000+00:00,44,29,944,-4607,1849
2023-09-03T14:05:51.020000+00:00,44,29,928,-4712,1848
2023-09-03T14:05:51.300000+00:00,44,29,877,-4978,1847
2023-09-03T14:05:51.800000+00:00,44,29,808,-5213,1844
2023-09-03T14:05:52.220000+00:00,44,29,721,-5406,1843
2023-09-03T14:05:52.380000+00:00,44,29,674,-5478,1844
2023-09-03T14:05:52.560000+00:00,44,29,614,-5551,1843
2023-09-03T14:05:52.760000+00:00,44,29,479,-5667,1843
2023-09-03T14:05:53.220000+00:00,44,29,296,-5758,1843
2023-09-03T14:05:53.480000+00:00,44,29,207,-5783,1843
2023-09-03T14:05:53.820000+00:00,44,29,32,-5801,1843
2023-09-03T14:05:54.059000+00:00,44,29,-94,-5793,1843
2023-09-03T14:05:54.280000+00:00,44,29,-242,-5761,1844
2023-09-03T14:05:54.619000+00:00,44,29,-440,-5686,1844
2023-09-03T14:05:54.959000+00:00,44,29,-595,-5598,1844
2023-09-03T14:05:55.259000+00:00,44,29,-737,-5491,1845
2023-09-03T14:05:55.459000+00:00,44,29,-852,-5382,1846
2023-09-03T14:05:55.819000+00:00,44,29,-976,-5240,1846
2023-09-03T14:05:56.059000+00:00,44,29,-1100,-5058,1847
2023-09-03T14:05:56.520000+00:00,44,29,-1219,-4834,1848
2023-09-03T14:05:56.820000+00:00,44,29,-1293,-4657,1849
2023-09-03T14:05:57+00:00,44,29,-1334,-4538,1850
2023-09-03T14:05:57.179000+00:00,44,29,-1370,-4417,1851
2023-09-03T14:05:57.500000+00:00,44,29,-1434,-4137,1853
2023-09-03T14:05:57.800000+00:00,44,29,-1459,-3978,1854
2023-09-03T14:05:58.140000+00:00,44,29,-1484,-3732,1855
2023-09-03T14:05:58.380000+00:00,44,29,-1493,-3551,1856
2023-09-03T14:05:58.559000+00:00,44,29,-1497,-3413,1856
2023-09-03T14:05:58.760000+00:00,44,29,-1499,-3181,1858
2023-09-03T14:05:59.160000+00:00,44,29,-1497,-2851,1860
2023-09-03T14:05:59.480000+00:00,44,29,-1494,-2691,1861
2023-09-03T14:05:59.740000+00:00,44,29,-1488,-2484,1862
2023-09-03T14:05:59.920000+00:00,44,29,-1483,-2338,1863
2023-09-03T14:06:00.180000+00:00,44,29,-1474,-2126,1864
2023-09-03T14:06:00.440000+00:00,44,29,-1462,-1912,1866
2023-09-03T14:06:00.639000+00:00,44,29,-1453,-1746,1867
2023-09-03T14:06:00.820000+00:00,44,29,-1443,-1596,1868
2023-09-03T14:06:00.999000+00:00,44,29,-1433,-1445,1868
2023-09-03T14:06:01.119000+00:00,44,29,-1426,-1344,1869
2023-09-03T14:06:01.439000+00:00,44,29,-1407,-1095,1870
2023-09-03T14:06:01.600000+00:00,44,29,-1398,-976,1870
2023-09-03T14:06:01.799000+00:00,44,29,-1385,-818,1871
2023-09-03T14:31:58.440000+00:00,44,48,-1353,-436,1873
2023-09-03T14:31:58.600000+00:00,44,48,-1341,-297,1873
2023-09-03T14:31:58.820000+00:00,44,48,-1324,-106,1874
2023-09-03T14:31:59.080000+00:00,44,48,-1293,244,1876
2023-09-03T14:31:59.520000+00:00,44,48,-1270,509,1877
2023-09-03T14:31:59.701000+00:00,44,48,-1256,668,1878
2023-09-03T14:31:59.900000+00:00,44,48,-1241,845,1879
2023-09-03T14:32:00.001000+00:00,44,48,-1233,934,1880
2023-09-03T14:32:00.200000+00:00,44,48,-1218,1111,1880
2023-09-03T14:32:00.460000+00:00,44,48,-1198,1343,1882
2023-09-03T14:32:00.719000+00:00,44,48,-1170,1665,1883
2023-09-03T14:32:01.100000+00:00,44,48,-1148,1916,1885
2023-09-03T14:32:01.340000+00:00,44,48,-1130,2132,1886
2023-09-03T14:32:01.499000+00:00,44,48,-1117,2276,1887
2023-09-03T14:32:01.660000+00:00,44,48,-1105,2421,1887
2023-09-03T14:32:02.039000+00:00,44,48,-1064,2901,1890
2023-09-03T14:32:02.339000+00:00,44,48,-1046,3100,1891
2023-09-03T14:32:02.679000+00:00,44,48,-1020,3407,1892
2023-09-03T14:32:02.840000+00:00,44,48,-1007,3552,1893
2023-09-03T14:32:03.040000+00:00,44,48,-992,3733,1894
2023-09-03T14:32:03.199000+00:00,44,48,-970,3987,1895
2023-09-03T14:32:03.700000+00:00,44,48,-940,4331,1897
2023-09-03T14:32:03.860000+00:00,44,48,-928,4476,1898
2023-09-03T14:32:03.940000+00:00,44,48,-922,4549,1898
2023-09-03T14:32:04.320000+00:00,44,48,-892,4894,1900
2023-09-03T14:32:04.480000+00:00,44,48,-870,5148,1901
2023-09-03T14:32:04.960000+00:00,44,48,-842,5474,1903
2023-09-03T14:32:05.020000+00:00,44,48,-837,5528,1903
2023-09-03T14:32:05.260000+00:00,44,48,-819,5743,1904
2023-09-03T14:32:05.480000+00:00,44,48,-802,5939,1906
2023-09-03T14:32:05.780000+00:00,44,48,-773,6276,1907
2023-09-03T14:32:06.180000+00:00,44,48,-750,6559,1909
2023-09-03T14:32:06.420000+00:00,44,48,-732,6764,1910
2023-09-03T14:32:06.620000+00:00,44,48,-718,6931,1911
2023-09-03T14:32:06.821000+00:00,44,48,-705,7091,1912
2023-09-03T14:32:06.980000+00:00,44,48,-695,7211,1912
2023-09-03T14:32:07.220000+00:00,44,48,-676,7437,1913
2023-09-03T14:32:07.640000+00:00,44,48,-653,7714,1915
2023-09-03T14:32:07.960000+00:00,44,48,-645,7799,1915
2023-09-03T14:32:08.140000+00:00,44,48,-636,7881,1916
2023-09-03T14:32:08.399000+00:00,44,48,-622,7981,1917
2023-09-03T14:32:08.680000+00:00,44,48,-601,8071,1918
2023-09-03T14:32:08.839000+00:00,44,48,-585,8115,1918
2023-09-03T14:32:09.020000+00:00,44,48,-564,8161,1918
2023-09-03T14:32:09.179000+00:00,44,48,-542,8197,1918
2023-09-03T14:32:09.459000+00:00,44,48,-497,8249,1919
2023-09-03T14:32:09.660000+00:00,44,48,-461,8276,1919
2023-09-03T14:32:09.920000+00:00,44,48,-408,8299,1920
2023-09-03T14:32:10.060000+00:00,44,48,-349,8312,1920
2023-09-03T14:32:10.480000+00:00,44,48,-292,8323,1920
2023-09-03T14:32:10.700000+00:00,44,48,-225,8351,1920
2023-09-03T14:32:11.180000+00:00,44,48,-173,8412,1921
2023-09-03T14:32:11.560000+00:00,44,48,-154,8464,1922
2023-09-03T14:32:11.820000+00:00,44,48,-146,8511,1922
2023-09-03T14:32:11.980000+00:00,44,48,-143,8539,1922
2023-09-03T14:32:12.221000+00:00,44,48,-142,8593,1923
2023-09-03T14:32:12.480000+00:00,44,48,-144,8631,1923
2023-09-03T14:32:12.680000+00:00,44,48,-149,8671,1923
2023-09-03T14:32:13.061000+00:00,44,48,-164,8752,1924
2023-09-03T14:32:13.120000+00:00,44,48,-167,8766,1924
2023-09-03T14:32:13.341000+00:00,44,48,-181,8819,1925
2023-09-03T14:32:13.680000+00:00,44,48,-205,8910,1925
2023-09-03T14:32:13.840000+00:00,44,48,-217,8957,1925
2023-09-03T14:32:14.039000+00:00,44,48,-234,9020,1925
2023-09-03T14:32:14.299000+00:00,44,48,-257,9109,1926
2023-09-03T14:32:14.480000+00:00,44,48,-274,9175,1926
2023-09-03T14:32:14.760000+00:00,44,48,-309,9318,1927
2023-09-03T14:32:15.119000+00:00,44,48,-336,9434,1928
2023-09-03T14:32:15.280000+00:00,44,48,-352,9508,1928
2023-09-03T14:32:15.560000+00:00,44,48,-378,9647,1928
2023-09-03T14:32:15.760000+00:00,44,48,-394,9750,1929
2023-09-03T14:32:16.019000+00:00,44,48,-410,9893,1930
2023-09-03T14:32:16.080000+00:00,44,48,-413,9927,1930
2023-09-03T14:32:16.360000+00:00,44,48,-422,10090,1931
2023-09-03T14:32:16.600000+00:00,44,48,-426,10235,1932
2023-09-03T14:32:16.780000+00:00,44,48,-427,10346,1933
2023-09-03T14:32:17.060000+00:00,44,48,-425,10526,1933
2023-09-03T14:32:17.120000+00:00,44,48,-424,10565,1934
2023-09-03T14:32:17.379000+00:00,44,48,-418,10737,1934
2023-09-03T14:32:17.540000+00:00,44,48,-411,10845,1935
2023-09-03T14:32:17.880000+00:00,44,48,-388,11122,1936
2023-09-03T14:32:18.320000+00:00,44,48,-334,11513,1936
2023-09-03T14:32:18.660000+00:00,44,48,-306,11657,1936
2023-09-03T14:32:18.840000+00:00,44,48,-274,11788,1936
2023-09-03T14:32:19.061000+00:00,44,48,-229,11948,1937
2023-09-03T14:32:19.321000+00:00,44,48,-136,12208,1936
2023-09-03T14:32:19.720000+00:00,44,48,-5,12492,1936
2023-09-03T14:32:20.141000+00:00,44,48,120,12712,1937
2023-09-03T14:32:20.381000+00:00,44,48,226,12872,1936
2023-09-03T14:32:20.619000+00:00,44,48,385,13076,1937
2023-09-03T14:32:20.919000+00:00,44,48,513,13214,1937
2023-09-03T14:32:21.119000+00:00,44,48,632,13328,1938
2023-09-03T14:32:21.320000+00:00,44,48,758,13435,1938
2023-09-03T14:32:21.560000+00:00,44,48,916,13557,1939
2023-09-03T14:32:21.899000+00:00,44,48,1153,13715,1941
2023-09-03T14:32:22.060000+00:00,44,48,1269,13782,1941
2023-09-03T14:32:22.239000+00:00,44,48,1404,13854,1942
2023-09-03T14:32:22.479000+00:00,44,48,1666,13975,1944
2023-09-03T14:32:22.799000+00:00,44,48,1953,14081,1946
2023-09-03T14:32:23.260000+00:00,44,48,2243,14160,1948
2023-09-03T14:32:23.440000+00:00,44,48,2394,14192,1950
2023-09-03T14:32:23.599000+00:00,44,48,2528,14218,1951
2023-09-03T14:32:23.899000+00:00,44,48,2848,14269,1954
2023-09-03T14:32:24.240000+00:00,44,48,3187,14312,1956
2023-09-03T14:32:24.600000+00:00,44,48,3374,14330,1958
2023-09-03T14:32:24.880000+00:00,44,48,3613,14349,1959
2023-09-03T14:32:25.160000+00:00,44,48,3852,14369,1961
2023-09-03T14:32:25.281000+00:00,44,48,3954,14378,1962
2023-09-03T14:32:25.581000+00:00,44,48,4256,14403,1964
2023-09-03T14:32:25.940000+00:00,44,48,4488,14419,1966
2023-09-03T14:32:26.200000+00:00,44,48,4709,14434,1967
2023-09-03T14:32:26.340000+00:00,44,48,4828,14441,1967
2023-09-03T14:32:26.540000+00:00,44,48,4997,14450,1967
2023-09-03T14:32:26.780000+00:00,44,48,5199,14460,1967
2023-09-03T14:32:27.039000+00:00,44,48,5416,14469,1967
2023-09-03T14:32:27.220000+00:00,44,48,5564,14474,1967
2023-09-03T14:32:27.480000+00:00,44,48,5782,14483,1967
2023-09-03T14:32:27.719000+00:00,44,48,5937,14488,1967
2023-09-03T14:32:28.080000+00:00,44,48,6173,14497,1966
2023-09-03T14:32:28.199000+00:00,44,48,6237,14499,1966
2023-09-03T14:32:28.499000+00:00,44,48,6414,14510,1965
2023-09-03T14:32:28.779000+00:00,44,48,6492,14520,1965
2023-09-03T14:32:29.120000+00:00,44,48,6610,14546,1964
2023-09-03T14:32:29.260000+00:00,44,48,6655,14560,1964
2023-09-03T14:32:29.440000+00:00,44,48,6709,14580,1964
2023-09-03T14:32:29.700000+00:00,44,48,6802,14628,1963
2023-09-03T14:32:30+00:00,44,48,6844,14662,1962
2023-09-03T14:32:30.300000+00:00,44,48,6892,14725,1963
2023-09-03T14:32:30.560000+00:00,44,48,6924,14793,1962
2023-09-03T14:32:30.760000+00:00,44,48,6950,14847,1961
2023-09-03T14:32:31+00:00,44,48,6992,14905,1961
2023-09-03T14:32:31.160000+00:00,44,48,7027,14942,1961
2023-09-03T14:32:31.320000+00:00,44,48,7066,14975,1961
2023-09-03T14:32:31.580000+00:00,44,48,7137,15021,1961
2023-09-03T14:32:31.760000+00:00,44,48,7233,15068,1961
2023-09-03T14:32:32.200000+00:00,44,48,7334,15101,1960
2023-09-03T14:32:32.340000+00:00,44,48,7385,15114,1960
2023-09-03T14:32:32.620000+00:00,44,48,7535,15146,1959
2023-09-03T14:32:33.060000+00:00,44,48,7682,15172,1958
2023-09-03T14:32:33.241000+00:00,44,48,7766,15188,1957
2023-09-03T14:32:33.400000+00:00,44,48,7841,15204,1957
2023-09-03T14:32:33.679000+00:00,44,48,7980,15240,1956
2023-09-03T14:32:33.839000+00:00,44,48,8063,15266,1955
2023-09-03T14:32:34.040000+00:00,44,48,8247,15322,1955
2023-09-03T14:32:34.540000+00:00,44,48,8523,15411,1953
2023-09-03T14:32:34.799000+00:00,44,48,8605,15441,1952
2023-09-03T14:32:35.140000+00:00,44,48,8808,15520,1952
2023-09-03T14:32:35.319000+00:00,44,48,8918,15563,1951
2023-09-03T14:32:35.460000+00:00,44,48,9005,15596,1951
2023-09-03T14:32:35.760000+00:00,44,48,9284,15693,1950
2023-09-03T14:32:36.099000+00:00,44,48,9413,15737,1950
2023-09-03T14:32:36.399000+00:00,44,48,9606,15800,1949
2023-09-03T14:32:36.500000+00:00,44,48,9667,15819,1949
2023-09-03T14:32:36.740000+00:00,44,48,9841,15865,1945
2023-09-03T14:32:37.020000+00:00,44,48,9996,15882,1943
2023-09-03T14:32:37.220000+00:00,44,48,10103,15880,1942
2023-09-03T14:32:37.820000+00:00,44,48,10397,15806,1939
2023-09-03T14:32:38.100000+00:00,44,48,10514,15738,1938
2023-09-03T14:32:38.280000+00:00,44,48,10583,15686,1937
2023-09-03T14:32:38.500000+00:00,44,48,10658,15613,1937
2023-09-03T14:32:38.700000+00:00,44,48,10717,15538,1936
2023-09-03T14:32:38.880000+00:00,44,48,10763,15464,1936
2023-09-03T14:32:39.060000+00:00,44,48,10803,15385,1936
2023-09-03T14:32:39.220000+00:00,44,48,10833,15311,1936
2023-09-03T14:32:39.461000+00:00,44,48,10869,15194,1937
2023-09-03T14:32:39.700000+00:00,44,48,10896,15072,1936
2023-09-03T14:32:40.001000+00:00,44,48,10929,14835,1935
2023-09-03T14:32:40.300000+00:00,44,48,10939,14745,1935
2023-09-03T14:32:40.600000+00:00,44,48,10957,14526,1933
2023-09-03T14:32:40.999000+00:00,44,48,10971,14333,1933
2023-09-03T14:32:41.219000+00:00,44,48,10982,14161,1933
2023-09-03T14:32:41.620000+00:00,44,48,10997,13948,1933
2023-09-03T14:32:41.779000+00:00,44,48,11005,13855,1933
2023-09-03T14:32:42+00:00,44,48,11018,13715,1932
2023-09-03T14:32:42.280000+00:00,44,48,11036,13532,1933
2023-09-03T14:32:42.480000+00:00,44,48,11048,13401,1932
2023-09-03T14:32:42.580000+00:00,44,48,11054,13337,1932
2023-09-03T14:32:42.900000+00:00,44,48,11066,13148,1933
2023-09-03T14:32:43.080000+00:00,44,48,11067,13053,1932
2023-09-03T14:32:43.260000+00:00,44,48,11063,12964,1931
2023-09-03T14:32:43.479000+00:00,44,48,11049,12861,1929
2023-09-03T14:32:43.580000+00:00,44,48,11039,12816,1929
2023-09-03T14:32:43.840000+00:00,44,48,10999,12706,1928
2023-09-03T14:32:44.080000+00:00,44,48,10921,12578,1928
2023-09-03T14:32:44.420000+00:00,44,48,10849,12498,1929
2023-09-03T14:32:44.720000+00:00,44,48,10686,12375,1930
2023-09-03T14:32:45.181000+00:00,44,48,10505,12273,1928
2023-09-03T14:32:45.540000+00:00,44,48,10313,12175,1927
2023-09-03T14:32:45.860000+00:00,44,48,10222,12130,1926
2023-09-03T14:32:46.160000+00:00,44,48,9990,12010,1925
2023-09-03T14:32:46.581000+00:00,44,48,9837,11928,1925
2023-09-03T14:32:46.800000+00:00,44,48,9678,11842,1925
2023-09-03T14:32:47.199000+00:00,44,48,9451,11720,1925
2023-09-03T14:32:47.420000+00:00,44,48,9319,11649,1925
2023-09-03T14:32:47.579000+00:00,44,48,9222,11595,1924
2023-09-03T14:32:47.859000+00:00,44,48,8988,11460,1924
2023-09-03T14:32:48.200000+00:00,44,48,8837,11373,1925
2023-09-03T14:32:48.359000+00:00,44,48,8734,11315,1924
2023-09-03T14:32:48.679000+00:00,44,48,8525,11199,1925
2023-09-03T14:32:48.919000+00:00,44,48,8367,11110,1925
2023-09-03T14:32:49.080000+00:00,44,48,8166,10996,1925
2023-09-03T14:32:49.420000+00:00,44,48,8031,10918,1925
2023-09-03T14:32:49.739000+00:00,44,48,7815,10790,1926
2023-09-03T14:32:49.900000+00:00,44,48,7708,10721,1927
2023-09-03T14:32:50.180000+00:00,44,48,7469,10557,1927
2023-09-03T14:32:50.420000+00:00,44,48,7364,10478,1927
2023-09-03T14:32:50.780000+00:00,44,48,7057,10228,1923
2023-09-03T14:32:51.040000+00:00,44,48,6967,10155,1921
2023-09-03T14:32:51.340000+00:00,44,48,6777,9993,1915
2023-09-03T14:32:51.520000+00:00,44,48,6663,9894,1912
2023-09-03T14:32:51.760000+00:00,44,48,6422,9683,1904
2023-09-03T14:32:52.280000+00:00,44,48,6178,9472,1896
2023-09-03T14:32:52.440000+00:00,44,48,6075,9382,1893
2023-09-03T14:32:52.660000+00:00,44,48,5934,9260,1888
2023-09-03T14:32:52.720000+00:00,44,48,5896,9226,1888
2023-09-03T14:32:52.960000+00:00,44,48,5741,9092,1883
2023-09-03T14:32:53.240000+00:00,44,48,5561,8935,1879
2023-09-03T14:32:53.499000+00:00,44,48,5354,8756,1877
2023-09-03T14:32:53.900000+00:00,44,48,5044,8486,1875
2023-09-03T14:32:54.319000+00:00,44,48,4863,8329,1878
2023-09-03T14:32:54.559000+00:00,44,48,4683,8172,1881
2023-09-03T14:32:54.879000+00:00,44,48,4503,8016,1885
2023-09-03T14:32:55.119000+00:00,44,48,4350,7882,1888
2023-09-03T14:32:55.399000+00:00,44,48,4101,7666,1895
2023-09-03T14:32:55.760000+00:00,44,48,3923,7511,1898
2023-09-03T14:32:55.960000+00:00,44,48,3795,7400,1898
2023-09-03T14:32:56.180000+00:00,44,48,3592,7224,1903
2023-09-03T14:32:56.640000+00:00,44,48,3364,7026,1906
2023-09-03T14:32:56.720000+00:00,44,48,3314,6982,1906
2023-09-03T14:32:56.920000+00:00,44,48,3188,6873,1908
2023-09-03T14:32:57.280000+00:00,44,48,2993,6702,1909
2023-09-03T14:32:57.500000+00:00,44,48,2867,6588,1909
2023-09-03T14:32:57.840000+00:00,44,48,2742,6466,1909
2023-09-03T14:32:58.100000+00:00,44,48,2659,6368,1909
2023-09-03T14:32:58.300000+00:00,44,48,2588,6240,1907
2023-09-03T14:32:58.700000+00:00,44,48,2555,6110,1907
2023-09-03T14:32:58.900000+00:00,44,48,2545,5971,1907
2023-09-03T14:32:59.321000+00:00,44,48,2546,5803,1906
2023-09-03T14:32:59.500000+00:00,44,48,2545,5713,1905
2023-09-03T14:32:59.720000+00:00,44,48,2541,5599,1905
2023-09-03T14:32:59.921000+00:00,44,48,2531,5492,1905
2023-09-03T14:33:00.140000+00:00,44,48,2486,5302,1902
2023-09-03T14:33:00.460000+00:00,44,48,2451,5206,1902
2023-09-03T14:33:00.780000+00:00,44,48,2370,5041,1901
2023-09-03T14:33:00.980000+00:00,44,48,2303,4943,1900
2023-09-03T14:33:01.159000+00:00,44,48,2234,4859,1899
2023-09-03T14:33:01.379000+00:00,44,48,2084,4704,1899
2023-09-03T14:33:01.699000+00:00,44,48,1998,4610,1898
2023-09-03T14:33:01.860000+00:00,44,48,1938,4529,1898
2023-09-03T14:33:02.040000+00:00,44,48,1881,4429,1898
2023-09-03T14:33:02.279000+00:00,44,48,1823,4280,1898
2023-09-03T14:33:03.420000+00:00,44,48,1703,3458,1894
2023-09-03T14:33:03.760000+00:00,44,48,1682,3238,1893
2023-09-03T14:33:04+00:00,44,48,1657,2987,1891
2023-09-03T14:33:04.440000+00:00,44,48,1634,2728,1890
2023-09-03T14:33:04.680000+00:00,44,48,1608,2450,1888
2023-09-03T14:33:05.100000+00:00,44,48,1576,2103,1885
2023-09-03T14:33:05.380000+00:00,44,48,1566,1991,1884
2023-09-03T14:33:05.640000+00:00,44,48,1547,1782,1883
2023-09-03T14:33:05.901000+00:00,44,48,1528,1571,1882
2023-09-03T14:33:06.100000+00:00,44,48,1512,1407,1881
2023-09-03T14:33:06.340000+00:00,44,48,1491,1176,1880
2023-09-03T14:33:06.639000+00:00,44,48,1467,913,1878
2023-09-03T14:33:06.920000+00:00,44,48,1446,679,1876
2023-09-03T14:33:07.159000+00:00,44,48,1424,443,1875
2023-09-03T14:33:07.480000+00:00,44,48,1402,205,1874
2023-09-03T14:33:07.639000+00:00,44,48,1389,69,1873
2023-09-03T14:33:07.800000+00:00,44,48,1377,-67,1872
2023-09-03T14:33:08.100000+00:00,44,48,1353,-324,1871
2023-09-03T14:33:08.280000+00:00,44,48,1339,-479,1870
2023-09-03T14:33:08.560000+00:00,44,48,1317,-721,1869
2023-09-03T14:33:08.739000+00:00,44,48,1303,-877,1868
2023-09-03T14:33:08.940000+00:00,44,48,1287,-1050,1867
2023-09-03T14:33:09.220000+00:00,44,48,1264,-1294,1865
2023-09-03T14:33:09.400000+00:00,44,48,1243,-1521,1865
2023-09-03T14:33:09.760000+00:00,44,48,1221,-1765,1863
2023-09-03T14:33:09.860000+00:00,44,48,1213,-1852,1863
2023-09-03T14:33:10.220000+00:00,44,48,1184,-2166,1861
2023-09-03T14:33:10.380000+00:00,44,48,1171,-2305,1860
2023-09-03T14:33:10.580000+00:00,44,48,1155,-2478,1859
2023-09-03T14:33:10.820000+00:00,44,48,1136,-2685,1858
2023-09-03T14:33:10.980000+00:00,44,48,1122,-2841,1857
2023-09-03T14:33:11.160000+00:00,44,48,1108,-2995,1856
2023-09-03T14:33:11.400000+00:00,44,48,1089,-3201,1855
2023-09-03T14:33:11.581000+00:00,44,48,1075,-3355,1854
2023-09-03T14:33:11.900000+00:00,44,48,1049,-3628,1852
2023-09-03T14:33:12.040000+00:00,44,48,1038,-3747,1852
2023-09-03T14:33:12.260000+00:00,44,48,1020,-3934,1852
2023-09-03T14:33:12.480000+00:00,44,48,991,-4222,1850
2023-09-03T14:33:12.961000+00:00,44,48,955,-4526,1848
2023-09-03T14:33:13.060000+00:00,44,48,927,-4723,1848
2023-09-03T14:33:13.579000+00:00,44,48,868,-5012,1846
2023-09-03T14:33:14+00:00,44,48,801,-5232,1844
2023-09-03T14:33:14.120000+00:00,44,48,774,-5299,1844
2023-09-03T14:33:14.360000+00:00,44,48,712,-5421,1843
2023-09-03T14:33:14.620000+00:00,44,48,628,-5536,1843
2023-09-03T14:33:14.799000+00:00,44,48,559,-5605,1843
2023-09-03T14:33:15.019000+00:00,44,48,465,-5677,1843
2023-09-03T14:33:15.120000+00:00,44,48,419,-5704,1843
2023-09-03T14:33:15.380000+00:00,44,48,295,-5759,1843
2023-09-03T14:33:15.540000+00:00,44,48,216,-5781,1843
2023-09-03T14:33:15.800000+00:00,44,48,82,-5800,1843
2023-09-03T14:33:15.960000+00:00,44,48,-2,-5800,1843
2023-09-03T14:33:16.080000+00:00,44,48,-66,-5796,1843
2023-09-03T14:33:16.400000+00:00,44,48,-237,-5763,1843
2023-09-03T14:33:16.600000+00:00,44,48,-344,-5728,1843
2023-09-03T14:33:16.800000+00:00,44,48,-448,-5682,1844
2023-09-03T14:33:16.960000+00:00,44,48,-539,-5632,1845
2023-09-03T14:33:17.120000+00:00,44,48,-621,-5580,1845
2023-09-03T14:33:17.380000+00:00,44,48,-746,-5483,1845
2023-09-03T14:33:17.660000+00:00,44,48,-907,-5322,1846
2023-09-03T14:33:18.020000+00:00,44,48,-1020,-5180,1846
2023-09-03T14:33:18.260000+00:00,44,48,-1108,-5046,1847
2023-09-03T14:33:18.520000+00:00,44,48,-1210,-4853,1848
2023-09-03T14:33:18.941000+00:00,44,48,-1305,-4622,1850
2023-09-03T14:33:19.100000+00:00,44,48,-1362,-4446,1851
2023-09-03T14:33:19.580000+00:00,44,48,-1427,-4176,1853
2023-09-03T14:33:19.740000+00:00,44,48,-1458,-3986,1854
2023-09-03T14:33:20.080000+00:00,44,48,-1477,-3813,1855
2023-09-03T14:33:20.239000+00:00,44,48,-1486,-3692,1855
2023-09-03T14:33:20.600000+00:00,44,48,-1497,-3415,1856
2023-09-03T14:33:20.820000+00:00,44,48,-1499,-3196,1858
2023-09-03T14:33:21.140000+00:00,44,48,-1499,-2990,1859
2023-09-03T14:33:21.299000+00:00,44,48,-1497,-2862,1860
2023-09-03T14:33:21.599000+00:00,44,48,-1492,-2619,1861
2023-09-03T14:33:21.799000+00:00,44,48,-1487,-2451,1862
2023-09-03T14:33:22.099000+00:00,44,48,-1477,-2205,1863
2023-09-03T14:33:22.220000+00:00,44,48,-1472,-2106,1864
2023-09-03T14:33:22.399000+00:00,44,48,-1465,-1956,1865
2023-09-03T14:33:22.580000+00:00,44,48,-1456,-1806,1866
2023-09-03T14:33:22.920000+00:00,44,48,-1438,-1520,1868
2023-09-03T14:33:22.980000+00:00,44,48,-1435,-1470,1868
2023-09-03T14:33:23.320000+00:00,44,48,-1415,-1196,1869
2023-09-03T14:33:23.540000+00:00,44,48,-1396,-947,1870
2023-09-03T14:33:23.960000+00:00,44,48,-1375,-687,1871
2023-09-03T14:33:24.020000+00:00,44,48,-1370,-635,1871
2023-09-03T14:17:05.100000+00:00,16,38,-1356,-474,1872
2023-09-03T14:17:05.400000+00:00,16,38,-1344,-334,1873
2023-09-03T14:17:05.700000+00:00,16,38,-1320,-68,1874
2023-09-03T14:17:05.940000+00:00,16,38,-1301,144,1875
2023-09-03T14:17:06.179000+00:00,16,38,-1283,359,1876
2023-09-03T14:17:06.339000+00:00,16,38,-1270,503,1877
2023-09-03T14:17:06.520000+00:00,16,38,-1245,792,1879
2023-09-03T14:17:06.899000+00:00,16,38,-1215,1139,1881
2023-09-03T14:17:07.360000+00:00,16,38,-1185,1488,1883
2023-09-03T14:17:07.700000+00:00,16,38,-1163,1748,1884
2023-09-03T14:17:08+00:00,16,38,-1131,2119,1886
2023-09-03T14:17:08.240000+00:00,16,38,-1120,2250,1886
2023-09-03T14:17:08.520000+00:00,16,38,-1097,2512,1888
